Soviet Union,NA
Soviet Union,NA
Chile,NA
Russia,Silver
Russia,NA
Italy,NA
Italy,NA
France,NA
France,Gold
Chile,NA
Greece,NA
Nicaragua,NA
Nicaragua,NA
Mexico,NA
Mexico,NA
Mexico,NA
Hungary,Silver
Hungary,NA
Hungary,Bronze
Nigeria,NA
Egypt,NA
Egypt,NA
Italy,Bronze
Chad,NA
Algeria,NA
Algeria,NA
Italy,Gold
Italy,Gold
Italy,Gold
Italy,Gold
Italy,Gold
Italy,Silver
Italy,NA
Italy,NA
Italy,Gold
Italy,Gold
Italy,Silver
Kuwait,NA
Kuwait,NA
Kuwait,NA
Bahrain,NA
Pakistan,NA
Iraq,NA
Iraq,NA
Kuwait,NA
Pakistan,NA
United Arab Republic,NA
Egypt,NA
Lebanon,NA
Lebanon,NA
Egypt,NA
Egypt,NA
Iraq,NA
Pakistan,NA
Qatar,NA
Pakistan,NA
Pakistan,NA
Pakistan,NA
Egypt,NA
Malaysia,NA
Iran,NA
Pakistan,NA
Pakistan,NA
Pakistan,NA
Iran,NA
Azerbaijan,NA
Azerbaijan,NA
Azerbaijan,NA
Italy,NA
Germany,NA
Italy,NA
Netherlands,NA
Italy,NA
Italy,NA
Italy,NA
Iraq,NA
Thessalonki-1,Bronze
Canada,NA
Canada,NA
Ireland,NA
Ireland,NA
United States,NA
Australia,Bronze
South Africa,NA
United States,NA
United States,NA
United States,Bronze
Canada,NA
Canada,NA
Canada,NA
United States,NA
United States,Gold
United States,NA
Canada,NA
United States,Silver
Morocco,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Eritrea,NA
Egypt,NA
Egypt,NA
Egypt,NA
United Arab Republic,NA
United Arab Republic,NA
United Arab Republic,NA
United Arab Republic,NA
United Arab Republic,NA
United Arab Republic,NA
United Arab Republic,NA
United Arab Republic,NA
Egypt,NA
United States,Silver
Tanzania,NA
Tanzania,NA
France,NA
Kuwait,NA
Jordan,NA
Egypt,NA
Egypt,NA
Egypt,NA
Sudan,NA
United Arab Republic,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
Sudan,NA
Sudan,NA
Sudan,NA
Sudan,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
Egypt,NA
Sudan,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
United Arab Republic,NA
United Arab Republic,NA
Egypt,NA
United Arab Republic,NA
Tunisia,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Libya,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Sudan,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Sudan,NA
Egypt,NA
Egypt,NA
Egypt,NA
France,NA
Egypt,NA
Egypt,NA
Algeria,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Algeria,NA
Algeria,NA
Algeria,NA
Algeria,NA
Algeria,NA
Iran,NA
Iran,Bronze
Belgium,NA
Belgium,NA
Australia,NA
Australia,NA
Qatar,NA
Qatar,NA
Djibouti,NA
Djibouti,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
United States,NA
United States,NA
United States,NA
United States,NA
Australia,NA
Australia,NA
Australia,NA
Palestine,NA
Canada,NA
Canada,NA
Canada,Bronze
Sudan,NA
Iran,NA
Cameroon,NA
Comoros,NA
Canada,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Chad,NA
Cameroon,NA
Egypt,NA
Egypt,NA
Kazakhstan,NA
Brunei,NA
Iraq,NA
Kuwait,NA
Malaysia,NA
Malaysia,NA
Egypt,NA
Egypt,NA
Egypt,NA
Malaysia,NA
Brunei,NA
Brunei,NA
Sudan,NA
India,NA
India,NA
Iraq,NA
Iraq,NA
Saudi Arabia,NA
Syria,NA
Iraq,NA
Kuwait,NA
Kuwait,NA
Iraq,NA
Qatar,NA
Maldives,NA
Bahrain,NA
Saudi Arabia,NA
Iran,NA
Jordan,NA
Bahrain,NA
Ethiopia,NA
Malaysia,NA
Pakistan,Gold
Pakistan,Silver
Iraq,NA
Iraq,NA
Iraq,NA
Iraq,NA
Iraq,NA
Pakistan,NA
Iraq,NA
Egypt,NA
Egypt,NA
Saudi Arabia,NA
United Arab Emirates,NA
North Yemen,NA
Kuwait,NA
Kuwait,NA
Pakistan,NA
Indonesia,NA
Iraq,NA
Iraq,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Canada,NA
Egypt,NA
Soviet Union,Gold
Philippines,NA
Philippines,NA
Philippines,NA
Philippines,NA
Philippines,NA
Iraq,NA
Egypt,NA
Egypt,NA
Qatar,NA
Egypt,NA
United States,NA
Iraq,NA
Egypt,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
Iraq,NA
Kuwait,NA
Egypt,NA
Malaysia,NA
Malaysia,NA
Malaysia,NA
Malaysia,NA
Singapore,NA
Singapore,NA
Sudan,NA
Sudan,NA
Nigeria,NA
Azerbaijan,NA
Azerbaijan,NA
Azerbaijan,NA
Uzbekistan,NA
Uzbekistan,Gold
Uzbekistan,NA
Uzbekistan,NA
Azerbaijan,Silver
Azerbaijan,Gold
Azerbaijan,NA
Azerbaijan,NA
Azerbaijan,NA
Kuwait,NA
Egypt,NA
Egypt,NA
United Arab Emirates,NA
United Arab Emirates,NA
Egypt,NA
Egypt,NA
Egypt,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Iraq,NA
Egypt,NA
Egypt,NA
United States,Gold
Uzbekistan,NA
Kyrgyzstan,NA
Kyrgyzstan,NA
Uzbekistan,NA
Tajikistan,NA
Russia,NA
Tajikistan,NA
Tajikistan,Silver
Tajikistan,NA
Libya,NA
Unified Team,Gold
Uzbekistan,NA
Soviet Union,NA
Uzbekistan,NA
Kyrgyzstan,NA
Japan,NA
Japan-1,NA
Japan-1,NA
Japan-1,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Gold
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Congo (Brazzaville),NA
Ethiopia,NA
Ethiopia,Bronze
Ethiopia,NA
Ethiopia,NA
Algeria,NA
Egypt,NA
Iran,NA
Iran,NA
Cameroon,NA
Switzerland,Silver
Switzerland,NA
Brazil,NA
Brazil,NA
Spain,NA
Brazil,NA
Germany,NA
Germany,NA
United States,NA
United States,Silver
Canada,Gold
West Germany,NA
West Germany,NA
East Germany,NA
East Germany,Silver
East Germany,NA
East Germany,NA
East Germany,NA
East Germany,NA
Canada,NA
Canada,NA
Canada,Bronze
Canada,NA
Canada,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Spain,NA
Spain,NA
Monaco,NA
Monaco,NA
Monaco,NA
Monaco,NA
Monaco,NA
Monaco,NA
Fornebo,Silver
Cuba,NA
Spain,Gold
Germany,NA
Germany,NA
Israel,NA
Israel,NA
Israel,NA
Israel,NA
Israel,NA
Vesper Boat Club,Gold
Vesper Boat Club,Gold
Mexico,NA
Uruguay,NA
Argentina,NA
Argentina,NA
Argentina,NA
Spain,NA
Spain,NA
Cameroon,NA
Ethiopia,Gold
Ethiopia,NA
Argentina,NA
Argentina,NA
Argentina,NA
Sweden,NA
Sweden,NA
Sweden,Bronze
Sweden,Silver
Sweden,NA
Finland,NA
Sweden,NA
Sweden,NA
Morocco,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States,Gold
South Africa,Bronze
South Africa,NA
Algeria,NA
Switzerland,NA
Italy,NA
Turkey,NA
Turkey,NA
Turkey,Silver
Turkey,NA
Sri Lanka,NA
Sri Lanka,NA
Sri Lanka,NA
Armenia,NA
Cote d'Ivoire,NA
Cote d'Ivoire,NA
Cote d'Ivoire,NA
Cote d'Ivoire,NA
Spain,NA
Spain,NA
Spain,NA
France,NA
East Germany,NA
Tunisia,NA
Iraq,NA
Nigeria,NA
Nigeria,NA
Kazakhstan,NA
Japan,NA
Japan,NA
Kenya,NA
Bulgaria,NA
Bulgaria,Gold
France,NA
France,NA
Nigeria,NA
Nigeria,NA
Benin,NA
Benin,NA
France-1,NA
Russia,NA
Azerbaijan,NA
Brazil,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Great Britain,NA
Great Britain,NA
United States,Gold
Russia,NA
Russia,Bronze
Russia,Silver
Russia,NA
Russia,NA
Russia,NA
Russia,Silver
Russia,NA
Russia,Silver
Russia,Bronze
Netherlands,NA
Cameroon,NA
Ghana,NA
Nigeria,NA
Soviet Union,NA
Soviet Union,Silver
Soviet Union,Bronze
Soviet Union,NA
Somalia,NA
Somalia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Maldives,NA
Australia,NA
Australia,Bronze
Spain,NA
Spain,NA
Spain,NA
Cameroon,NA
Cameroon,NA
Egypt,NA
Lebanon,NA
Lebanon,NA
Lebanon,NA
Lebanon,NA
Lebanon,NA
Lebanon,NA
Lebanon,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Syria,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
United Arab Republic,NA
Egypt,NA
Iraq,NA
Morocco,NA
Niger,NA
Qatar,NA
Qatar,NA
Iraq,NA
Libya,NA
Algeria,NA
Iraq,NA
Algeria,NA
Egypt,NA
Egypt,Silver
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Lebanon,NA
Lebanon,NA
Mali,NA
Egypt,NA
Afghanistan,NA
Nigeria,NA
United States,NA
Germany,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Hungary,Bronze
Hungary,Gold
Hungary,Silver
Germany,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,Bronze
Chile,NA
Switzerland,NA
India,NA
India,NA
India,NA
India,NA
India,NA
India,NA
Poland,NA
Sweden,NA
Sweden,Silver
Sweden,NA
France,NA
South Africa,NA
Costa Rica,NA
Costa Rica,NA
Panama,NA
Panama,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,Gold
Great Britain,NA
Great Britain,Silver
Great Britain,NA
Great Britain,NA
Great Britain,NA
Norway,Gold
Norway,NA
Norway,NA
Norway,NA
United States,NA
United States,NA
United States,NA
Sweden,NA
Sweden,Bronze
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,Silver
Sweden,NA
United States,NA
Georgia,NA
Georgia,NA
Georgia,NA
Georgia,NA
Georgia,NA
Georgia,NA
Belarus,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Morocco,NA
Georgia,NA
Slovenia,NA
Georgia,NA
Georgia,NA
Soviet Union,NA
Russia,NA
Russia,NA
Soviet Union,NA
Russia,Bronze
Russia,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,Silver
Russia,NA
Russia,NA
Russia,Bronze
Russia,NA
Croatia,NA
Croatia,NA
Russia-2,NA
Russia-1,NA
Guyana,NA
Guyana,NA
New Zealand,NA
New Zealand,NA
Georgia,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
France,NA
Bulgaria,NA
Switzerland,NA
Germany,NA
Germany,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Portugal,NA
Cuba,NA
Brazil,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Paraguay,NA
Paraguay,NA
Paraguay,NA
Angola,NA
Brazil,NA
Cuba,NA
Venezuela,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
France,NA
Colombia,NA
Colombia,NA
Colombia,NA
Spain,Bronze
Sweden,NA
Sweden,NA
Djibouti,NA
Russia,NA
Russia,NA
Russia,Bronze
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Soviet Union,Gold
France,Gold
France,Gold
France,NA
France,NA
Ethiopia,NA
United States,NA
Germany,NA
West Germany,NA
West Germany,NA
Russia,NA
Iran,NA
Bangladesh,NA
Iraq,NA
Saudi Arabia,NA
Saudi Arabia,NA
Jordan,NA
Jordan,NA
Malaysia,NA
Malaysia,NA
Palestine,NA
Palestine,NA
Egypt,NA
Jordan,NA
Jordan,NA
Kazakhstan,NA
Sudan,NA
Sudan,NA
Palestine,NA
China,NA
Kenya,NA
Nigeria,NA
Nigeria,NA
Peru,NA
Peru,NA
Peru,NA
Libya,NA
Jordan,Gold
Somalia,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Palestine,NA
Jordan,NA
Saudi Arabia,NA
Mexico,NA
Kuwait,NA
Kuwait,NA
Japan,NA
Mexico,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,Bronze
Soviet Union,Gold
Kazakhstan,NA
Kazakhstan,NA
Qatar,NA
Jordan,NA
Russia,NA
Russia,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
France,NA
France,NA
Romania,NA
Romania,Bronze
Romania,NA
Romania,NA
France,NA
France,NA
France,Gold
Spain,NA
Italy,NA
Italy,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,Bronze
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Italy,NA
Chile,NA
Chile,NA
Cuba,NA
Cuba,NA
Spain,Silver
Spain,NA
Chile,NA
United States,NA
Italy,NA
Uruguay,NA
Uruguay,NA
El Salvador,NA
Puerto Rico,Bronze
Colombia,NA
Colombia,NA
Colombia,NA
Peru,NA
Peru,NA
Canada,NA
Canada,NA
Venezuela,NA
Colombia,NA
Colombia,NA
Mexico,Silver
Mexico,NA
Great Britain,NA
Great Britain,NA
Iran,NA
Belgium,NA
Morocco,NA
Mexico,NA
Philippines,NA
Spain,NA
India,NA
India,NA
India,NA
Great Britain,NA
France-2,NA
Germany,NA
Ghana,NA
Ghana,NA
Ghana,Bronze
Switzerland,Silver
Lebanon,NA
Lebanon,NA
Uganda,NA
Morocco,Bronze
Morocco,NA
Morocco,Bronze
Morocco,NA
Great Britain,NA
Great Britain,NA
France,NA
France,NA
Netherlands,NA
Netherlands,NA
Romania,NA
Romania,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,Bronze
Uganda,NA
Uganda,NA
Uganda,NA
Canada,NA
Canada,NA
Egypt,NA
Egypt,NA
Algeria,NA
Tunisia,NA
Tunisia,NA
Tunisia,NA
Syria,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Netherlands,Bronze
Netherlands,Silver
Cameroon,NA
Cameroon,NA
Australia,NA
Cote d'Ivoire,NA
Uganda,NA
Uganda,NA
Brazil,NA
Belgium,NA
Sweden,Gold
New Zealand,Gold
United States,Gold
Great Britain,NA
Germany,NA
Germany,NA
Germany,NA
Germany,Silver
Germany,NA
Germany,Silver
Germany,Silver
Germany,NA
Germany,NA
Netherlands,NA
Belgium,NA
Belgium,NA
Switzerland-2,NA
Switzerland-1,Gold
Switzerland-1,Bronze
Switzerland-1,Gold
Switzerland-1,Silver
Switzerland-2,Silver
Switzerland-1,NA
Switzerland-2,NA
Slovenia,NA
Mexico,NA
Mexico,NA
Cuba,NA
Cuba,NA
Honduras,NA
Mexico,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Chile,NA
Chile,NA
Argentina,Gold
Ecuador,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
El Salvador,NA
El Salvador,NA
El Salvador,NA
Venezuela,NA
Argentina,NA
Argentina,NA
Cuba,Bronze
Venezuela,NA
Venezuela,NA
Argentina,NA
Uruguay,NA
Uruguay,Bronze
Ghana,NA
Ghana,NA
Italy,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Hungary,NA
Hungary,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Australia,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Venezuela,NA
Venezuela,NA
Uruguay,NA
Mexico,NA
Mexico,NA
Argentina,NA
Turkmenistan,NA
Hungary,NA
Poland,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
New Zealand,NA
New Zealand,NA
Turkey,NA
Turkey,NA
Brazil,NA
France,NA
France,NA
Sudan,NA
Romania,NA
Mauritius,NA
United States,Gold
Mexico,NA
Cameroon,NA
Seychelles,NA
Seychelles,NA
Seychelles,NA
Czechoslovakia,NA
Czechoslovakia,Silver
Czechoslovakia,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Seychelles,NA
Germany,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain-1,NA
East Germany,NA
East Germany,NA
Canada,Gold
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Luxembourg,NA
Luxembourg,NA
Germany,Bronze
France,NA
France,Gold
Hungary,NA
Kenya,NA
Kenya,NA
Kenya,NA
Kenya,NA
Kenya,NA
Germany,NA
Sudan,NA
Mauritania,NA
Mauritania,NA
Poland,NA
West Germany,NA
Poland,Silver
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Mexico,NA
Mexico,NA
Italy,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Greece,NA
Greece,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Germany,NA
Hungary,NA
Hungary,NA
Iran,NA
Niger,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
United States,NA
Poland,NA
Great Britain,NA
Great Britain,NA
Saint Kitts and Nevis,NA
Saint Kitts and Nevis,NA
Saint Kitts and Nevis,NA
Saint Kitts and Nevis,NA
Saint Kitts and Nevis,NA
Saint Kitts and Nevis,NA
Australia,NA
United States,NA
United States,Silver
United States,Bronze
Canada,NA
Great Britain,NA
Great Britain,NA
United States,NA
United States,NA
South Africa,NA
United States,NA
United States,NA
United States,NA
New York Athletic Club #2-4,NA
United States,Silver
Great Britain,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
Great Britain,NA
Australia,NA
Australia,NA
United States,NA
United States,NA
United States,NA
United States,Gold
United States,NA
Dominican Republic,NA
United States,NA
United States,NA
Canada,NA
Saint Vincent and the Grenadines,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Canada,NA
Canada,NA
Russia,NA
Germany,NA
Australia,NA
Mystery,NA
Great Britain,Silver
Great Britain,Silver
Great Britain,NA
Puerto Rico,NA
Great Britain,Gold
Great Britain,Gold
Cuba,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,Gold
United States,Silver
United States,NA
United States,Bronze
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Great Britain,Bronze
West Germany,NA
West Germany,NA
United States,NA
Great Britain,NA
United States,NA
Sweden,NA
New Zealand,NA
New Zealand,Gold
New Zealand,Gold
New Zealand,Silver
Norway,NA
Poland,NA
Germany,NA
Germany,Gold
Germany,Gold
Poland,Silver
Poland,NA
Sweden,NA
Sweden,NA
Jamaica,NA
Jamaica,NA
United States,NA
Sweden,NA
Sweden,NA
Sweden,NA
Ghana,NA
Nigeria,NA
Poland,NA
Spain,NA
Philippines,NA
Somalia,NA
Somalia,NA
Turkey,NA
Spain,NA
Spain,NA
Turkey,NA
Turkey,NA
Great Britain,NA
Great Britain,NA
Australia,NA
Great Britain,NA
Great Britain,NA
Algeria,NA
Egypt,NA
Egypt,NA
Algeria,NA
Algeria,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
France,NA
France,NA
France,NA
France,NA
South Africa,NA
Great Britain,NA
Ghana,NA
Ghana,Bronze
Ghana,NA
Ghana,NA
Ghana,NA
Switzerland,Bronze
Great Britain,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Liberia,NA
Liberia,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
United States,NA
East Germany,NA
East Germany,NA
East Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Kenya,NA
Great Britain,NA
Great Britain,NA
Nigeria,Silver
Nigeria,NA
Nigeria,NA
Nigeria,NA
Bahrain,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Suriname,NA
Suriname,NA
Suriname,NA
Suriname,NA
Suriname,NA
Suriname,NA
Sweden,NA
Sweden,NA
Philippines,NA
Netherlands,NA
Netherlands,NA
Jordan,NA
Nigeria,Silver
France,NA
France,NA
Seychelles,NA
France,NA
Italy,NA
France,NA
France,NA
Belgium,NA
Belgium,NA
Eritrea,NA
Eritrea,NA
Kenya,NA
Netherlands,NA
Brazil,Silver
Brazil,Silver
Djibouti,NA
Somalia,NA
Somalia,NA
Somalia,NA
Somalia,NA
Somalia,NA
Somalia,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,Silver
Nigeria,NA
Nigeria,NA
Brazil,Gold
Brazil,NA
Cameroon,NA
Cameroon,NA
Cameroon,NA
Great Britain,NA
Poland,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
Germany,NA
Uganda,NA
Nigeria,NA
Brazil,NA
Nigeria,NA
Brazil,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria-2,NA
United States,NA
United States,NA
United States,NA
Nepal,NA
Nigeria,NA
Uganda,NA
Nigeria,NA
Armenia,NA
Egypt,NA
Sudan,NA
Libya,NA
Libya,NA
Brazil,NA
Brazil,NA
Brazil,NA
